ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Tonini, Giorgio	M	1959
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Candiani, Stefano	M	1971
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Opposition	Romani, Paolo	M	1947
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Opposition	D'Ali', Antonio	M	1951
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	AP-CpE-NCD	Alternativa Popolare - Centristi per l'Europa - NCD		Formigoni, Roberto	M	1947
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Opposition	Amidei, Bartolomeo	M	1961
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	De Biasi, Emilia Grazia	F	1958
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	Misto	Misto		Campanella, Francesco	M	1964
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	Aut (SVP, UV, PATT, UPT) - PSI	Per le Autonomie (SVP, UV, PATT, UPT) - PSI		Panizza, Franco	M	1959
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Pignedoli, Leana	F	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Candiani, Stefano	M	1971
ParlaMint-IT_2016-11-17-LEG17-Sed-726.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 726, Day (2016-11-17)	2016-11-17	2016-11-17	Upper house	17-upper			726-upper		Reference	Regular	MP	FI-PdL XVII	Forza Italia-Il Popolo della Libertà XVII Legislatura	Opposition	D'Ali', Antonio	M	1951
