ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Chairperson	MP	FdI	Fratelli d'Italia	Opposition	La Russa, Ignazio	M	1947
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Chairperson	MP	FdI	Fratelli d'Italia	Opposition	La Russa, Ignazio	M	1947
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Chairperson	MP	FdI	Fratelli d'Italia	Opposition	La Russa, Ignazio	M	1947
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Chairperson	MP	FdI	Fratelli d'Italia	Opposition	La Russa, Ignazio	M	1947
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Opposition	Casini, Pier Ferdinando	M	1955
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	FdI	Fratelli d'Italia	Opposition	Urso, Adolfo	M	1957
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	PD	Partito Democratico	Opposition	Alfieri, Alessandro	M	1972
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Craxi, Stefania Gabriella Anastasia	F	1960
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Coalition	Vescovi, Manuel	M	1970
ParlaMint-IT_2019-01-24-LEG18-Sed-83.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 83, Day (2019-01-24)	2019-01-24	2019-01-24	Upper house	18-upper			83-upper		Reference	Regular	MP	M5S.2	MoVimento 5 Stelle	Coalition	Lucidi, Stefano	M	1969
