ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Guest	MP				Fraccaro, Riccardo	M	1981
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Coalition	Nisini, Tiziana	F	1975
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Guest	MP				Fraccaro, Riccardo	M	1981
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2018-12-22-LEG18-Sed-77.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 77, Day (2018-12-22)	2018-12-22	2018-12-22	Upper house	18-upper			77-upper		Reference	Regular	MP	PD	Partito Democratico	Opposition	Marcucci, Andrea	M	1965
