ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Regular	MP	M5S.2	MoVimento 5 Stelle	Coalition	Mantero, Matteo	M	1974
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Regular	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		De Siano, Domenico	M	1958
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Regular	MP	PD	Partito Democratico	Opposition	Messina, Assuntela	F	1964
ParlaMint-IT_2018-10-17-LEG18-Sed-48.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 48, Day (2018-10-17)	2018-10-17	2018-10-17	Upper house	18-upper			48-upper		Reference	Regular	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC		Floris, Emilio	M	1944
