ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	PD	Partito Democratico	Coalition	Parrini, Dario	M	1973
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Opposition	Augussori, Luigi	M	1972
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Opposition	Fregolent, Sonia	F	1974
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Binetti, Paola	F	1943
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Opposition	Bergesio, Giorgio Maria	M	1963
ParlaMint-IT_2020-06-24-LEG18-Sed-234.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 234, Day (2020-06-24)	2020-06-24	2020-06-24	Upper house	18-upper			234-upper		COVID	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Opposition	Cantu', Maria Cristina	F	1964
