ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Guest	MP				Speranza, Roberto	M	1979
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	Misto	Misto		Bonino, Emma	F	1948
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Coalition	Laniece, Albert	M	1966
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	IV-PSI	Italia Viva - P.S.I.	Coalition	Renzi, Matteo	M	1975
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	FdI	Fratelli d'Italia	Opposition	Zaffini, Francesco	M	1955
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	Misto	Misto		Errani, Vasco	M	1955
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	PD	Partito Democratico	Coalition	Bini, Caterina	F	1975
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	L-SP-PSd'Az	Lega-Salvini Premier-Partito Sardo d'Azione	Opposition	Fregolent, Sonia	F	1974
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	FI-BP	Forza Italia-Berlusconi Presidente		Malan, Lucio	M	1960
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Regular	MP	M5S.2	MoVimento 5 Stelle	Coalition	Castellone, Maria Domenica	F	1975
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u15	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u16	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-04-01-LEG18-Sed-204.u17	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 204, Day (2020-04-01)	2020-04-01	2020-04-01	Upper house	18-upper			204-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
