ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Coalition	Laniece, Albert	M	1966
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Guest	notMP				Costa, Sergio	M	1959
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Coalition	Laniece, Albert	M	1966
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Chairperson	MP	FIBP-UDC	Forza Italia Berlusconi Presidente-UDC	Opposition	Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Regular	MP	IV-PSI	Italia Viva - P.S.I.	Coalition	Comincini, Eugenio	M	1972
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Guest	notMP				Costa, Sergio	M	1959
ParlaMint-IT_2020-06-04-LEG18-Sed-225.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 225, Day (2020-06-04)	2020-06-04	2020-06-04	Upper house	18-upper			225-upper		COVID	Regular	MP	IV-PSI	Italia Viva - P.S.I.	Coalition	Comincini, Eugenio	M	1972
