ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	FdI	Fratelli d'Italia	Opposition	Urso, Adolfo	M	1957
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Guest	MP				De Micheli, Paola	F	1973
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	FdI	Fratelli d'Italia	Opposition	Urso, Adolfo	M	1957
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Coalition	Durnwalder, Meinhard	M	1976
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	M5S.2	MoVimento 5 Stelle	Coalition	Patuanelli, Stefano	M	1974
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	Aut (SVP-PATT, UV)	Per le Autonomie (SVP-PATT, UV)	Coalition	Durnwalder, Meinhard	M	1976
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Chairperson	MP	M5S.2	MoVimento 5 Stelle	Coalition	Taverna, Paola	F	1969
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u12	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	IV-PSI	Italia Viva - P.S.I.	Coalition	Carbone, Vincenzo	M	1965
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u13	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	M5S.2	MoVimento 5 Stelle	Coalition	Patuanelli, Stefano	M	1974
ParlaMint-IT_2020-11-12-LEG18-Sed-275.u14	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 275, Day (2020-11-12)	2020-11-12	2020-11-12	Upper house	18-upper			275-upper		COVID	Regular	MP	IV-PSI	Italia Viva - P.S.I.	Coalition	Carbone, Vincenzo	M	1965
