ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Santangelo, Vincenzo	M	1972
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Lucidi, Stefano	M	1969
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Volpi, Raffaele	M	1960
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Tomaselli, Salvatore	M	1959
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà	Coalition	D'Anna, Vincenzo	M	1951
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	Misto	Misto		Uras, Luciano	M	1954
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Munerato, Emanuela	F	1966
ParlaMint-IT_2013-06-19-LEG17-Sed-45.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 45, Day (2013-06-19)	2013-06-19	2013-06-19	Upper house	17-upper			45-upper		Reference	Regular	MP	SCpI	Scelta Civica per l'Italia	Coalition	Olivero, Andrea	M	1970
