ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Chairperson	MP	PI	Per l'Italia	Coalition	Lanzillotta, Linda	F	1948
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Chairperson	MP	PI	Per l'Italia	Coalition	Lanzillotta, Linda	F	1948
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Chairperson	MP	PI	Per l'Italia	Coalition	Lanzillotta, Linda	F	1948
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Marcucci, Andrea	M	1965
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà		Liuzzi, Pietro	M	1954
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Serra, Manuela	F	1971
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	NCD	Nuovo Centrodestra	Coalition	Compagna, Luigi	M	1948
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Centinaio, Gian Marco	M	1971
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	Misto	Misto		Petraglia, Alessia	F	1967
ParlaMint-IT_2014-01-30-LEG17-Sed-180.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 180, Day (2014-01-30)	2014-01-30	2014-01-30	Upper house	17-upper			180-upper		Reference	Regular	MP	Aut (SVP, UV, PATT, UPT) - PSI	Per le Autonomie (SVP, UV, PATT, UPT) - PSI		Panizza, Franco	M	1959
