ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Casson, Felice	M	1953
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Casson, Felice	M	1953
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PI	Per l'Italia	Coalition	Dalla Zuanna, Gianpiero	M	1960
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Guest	notMP				Ferri, Cosimo Maria	M	1971
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Casson, Felice	M	1953
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Petrocelli, Vito Rosario	M	1964
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	NCD	Nuovo Centrodestra	Coalition	Azzollini, Antonio	M	1953
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u17	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u18	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u19	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u20	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PI	Per l'Italia	Coalition	Dalla Zuanna, Gianpiero	M	1960
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u21	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u22	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Guest	notMP				Ferri, Cosimo Maria	M	1971
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u23	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PI	Per l'Italia	Coalition	Dalla Zuanna, Gianpiero	M	1960
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u24	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u25	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	SCpI	Scelta Civica per l'Italia		Romano, Lucio	M	1955
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u26	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	Aut (SVP, UV, PATT, UPT) - PSI	Per le Autonomie (SVP, UV, PATT, UPT) - PSI		Laniece, Albert	M	1966
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u27	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	GAL	Grandi Autonomie e Libertà		Barani, Lucio	M	1953
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u28	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Stefani, Erika	F	1971
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u29	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	Misto	Misto		Petraglia, Alessia	F	1967
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u30	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	AP-CpE-NCD	Alternativa Popolare - Centristi per l'Europa - NCD		Aiello, Piero	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u31	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Simeoni, Ivana	F	1950
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u32	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà		Alberti Casellati, Maria Elisabetta	F	1946
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u33	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Dirindin, Nerina	F	1949
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u34	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Bottici, Laura	F	1971
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u35	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u36	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Petrocelli, Vito Rosario	M	1964
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u37	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u38	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	De Biasi, Emilia Grazia	F	1958
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u39	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Ghedini, Rita	F	1960
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u40	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PdL	Il Popolo della Libertà		Falanga, Ciro	M	1951
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u41	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u42	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u43	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	De Biasi, Emilia Grazia	F	1958
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u44	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Regular	MP	PD	Partito Democratico	Coalition	Pezzopane, Stefania	F	1960
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u45	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u46	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
ParlaMint-IT_2014-04-24-LEG17-Sed-237.u47	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 237, Day (2014-04-24)	2014-04-24	2014-04-24	Upper house	17-upper			237-upper		Reference	Chairperson	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Calderoli, Roberto	M	1956
