ID	Title	From	To	House	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Speaker_role	Speaker_type	Speaker_party	Speaker_party_name	Party_status	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Regular	MP	LN-Aut	Lega Nord e Autonomie	Opposition	Divina, Sergio	M	1955
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Chairperson	MP	PD	Partito Democratico	Coalition	Grasso, Pietro	M	1945
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Cioffi, Andrea	M	1962
ParlaMint-IT_2015-02-04-LEG17-Sed-386.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 386, Day (2015-02-04)	2015-02-04	2015-02-04	Upper house	17-upper			386-upper		Reference	Regular	MP	M5S.1	Movimento 5 Stelle	Opposition	Airola, Alberto	M	1970
